trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1606,False,"{'a': 0.1, 'e': 0.20052756994366353}",25,0,-19.696967777260973,"{0: 22, 1: 1, 2: 1, 3: 0, 4: 1}",0
1607,False,"{'a': 0.1, 'e': 0.20032704237371984}",20,5,14.017080723575457,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
1608,False,"{'a': 0.1, 'e': 0.20012671533134613}",30,23,-0.3104708085434038,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
1609,False,"{'a': 0.1, 'e': 0.19992658861601478}",20,6,-16.79340571329535,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
1610,False,"{'a': 0.1, 'e': 0.19972666202739878}",25,14,-2.288699059632861,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
1611,False,"{'a': 0.1, 'e': 0.19952693536537136}",30,8,-12.547240751339151,"{0: 18, 1: 0, 2: 4, 3: 0, 4: 0}",1
1612,False,"{'a': 0.1, 'e': 0.19932740843000601}",25,19,11.85440893379132,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1613,False,"{'a': 0.1, 'e': 0.199128081021576}",25,8,-30.194110398878585,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 1}",1
1614,False,"{'a': 0.1, 'e': 0.19892895294055443}",30,19,16.02030581249833,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1615,False,"{'a': 0.1, 'e': 0.19873002398761386}",25,15,-20.660676314977596,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
1616,False,"{'a': 0.1, 'e': 0.19853129396362626}",20,8,19.66881501610901,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1617,False,"{'a': 0.1, 'e': 0.19833276266966263}",20,13,12.3574437309243,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1618,False,"{'a': 0.1, 'e': 0.19813442990699295}",20,9,17.658808502023142,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1619,False,"{'a': 0.1, 'e': 0.19793629547708597}",25,16,15.367124371777267,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1620,False,"{'a': 0.1, 'e': 0.19773835918160887}",20,0,-12.780585189333248,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
1621,False,"{'a': 0.1, 'e': 0.19754062082242727}",20,14,13.059090175237749,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1622,False,"{'a': 0.1, 'e': 0.19734308020160485}",20,7,11.146843701410244,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
1623,False,"{'a': 0.1, 'e': 0.19714573712140324}",30,9,13.05105317097337,"{0: 19, 1: 1, 2: 1, 3: 0, 4: 0}",1
1624,False,"{'a': 0.1, 'e': 0.19694859138428183}",25,14,-1.3413255546589085,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
1625,False,"{'a': 0.1, 'e': 0.19675164279289756}",20,6,0.44632289928278723,"{0: 12, 1: 1, 2: 0, 3: 1, 4: 0}",1
1626,False,"{'a': 0.1, 'e': 0.19655489115010466}",20,8,12.824519402122492,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
1627,False,"{'a': 0.1, 'e': 0.19635833625895455}",20,0,-19.815204485555192,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",1
1628,False,"{'a': 0.1, 'e': 0.1961619779226956}",25,15,-15.952487316564818,"{0: 8, 1: 0, 2: 1, 3: 1, 4: 0}",1
1629,False,"{'a': 0.1, 'e': 0.19596581594477291}",30,10,13.443193689630235,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",1
1630,False,"{'a': 0.1, 'e': 0.19576985012882814}",20,0,20.964827385080245,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",0
1631,False,"{'a': 0.1, 'e': 0.1955740802786993}",25,18,14.192234968259719,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1632,False,"{'a': 0.1, 'e': 0.1953785061984206}",20,0,23.942826859368285,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
1633,False,"{'a': 0.1, 'e': 0.19518312769222218}",25,3,23.494896856891195,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
1634,False,"{'a': 0.1, 'e': 0.19498794456452995}",20,11,6.187221113383649,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
1635,False,"{'a': 0.1, 'e': 0.19479295661996543}",20,9,-26.97394459941299,"{0: 8, 1: 0, 2: 2, 3: 1, 4: 0}",1
1636,False,"{'a': 0.1, 'e': 0.19459816366334545}",20,8,11.894438705520235,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1637,False,"{'a': 0.1, 'e': 0.19440356549968213}",20,7,14.318114925615397,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
1638,False,"{'a': 0.1, 'e': 0.19420916193418244}",30,16,28.93338797642013,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1639,False,"{'a': 0.1, 'e': 0.19401495277224826}",25,8,-2.919284991002592,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 0}",1
1640,False,"{'a': 0.1, 'e': 0.193820937819476}",25,11,-3.9792166887500384,"{0: 11, 1: 1, 2: 2, 3: 0, 4: 0}",1
1641,False,"{'a': 0.1, 'e': 0.19362711688165654}",25,18,14.04733927666705,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1642,False,"{'a': 0.1, 'e': 0.19343348976477487}",30,16,12.609752621147544,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1643,False,"{'a': 0.1, 'e': 0.1932400562750101}",25,12,20.517200390579927,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1644,False,"{'a': 0.1, 'e': 0.1930468162187351}",20,0,16.728034834088316,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
1645,False,"{'a': 0.1, 'e': 0.19285376940251636}",20,13,0.582472343745484,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
1646,False,"{'a': 0.1, 'e': 0.19266091563311383}",25,18,-1.2592670568885747,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
1647,False,"{'a': 0.1, 'e': 0.19246825471748072}",25,17,15.956895335741446,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1648,False,"{'a': 0.1, 'e': 0.19227578646276325}",20,6,-17.445346360820693,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
1649,False,"{'a': 0.1, 'e': 0.19208351067630047}",20,8,-8.652587016085999,"{0: 9, 1: 1, 2: 2, 3: 0, 4: 0}",1
1650,False,"{'a': 0.1, 'e': 0.19189142716562418}",25,7,27.748881765364878,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
1651,False,"{'a': 0.1, 'e': 0.19169953573845855}",25,1,-20.22900508887175,"{0: 22, 1: 0, 2: 0, 3: 1, 4: 1}",1
1652,False,"{'a': 0.1, 'e': 0.1915078362027201}",30,17,2.313605052913082,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 0}",1
1653,False,"{'a': 0.1, 'e': 0.19131632836651738}",30,19,20.00191662123206,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1654,False,"{'a': 0.1, 'e': 0.19112501203815085}",30,18,20.299908766671905,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1655,False,"{'a': 0.1, 'e': 0.1909338870261127}",20,5,-25.536550830483147,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 1}",1
1656,False,"{'a': 0.1, 'e': 0.1907429531390866}",30,3,14.024882292732022,"{0: 25, 1: 0, 2: 1, 3: 1, 4: 0}",1
1657,False,"{'a': 0.1, 'e': 0.1905522101859475}",25,10,-33.277424018221744,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 1}",1
1658,False,"{'a': 0.1, 'e': 0.19036165797576154}",20,14,13.79892262543483,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1659,False,"{'a': 0.1, 'e': 0.1901712963177858}",20,10,15.95783625118622,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1660,False,"{'a': 0.1, 'e': 0.189981125021468}",30,12,-20.731142022998178,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 1}",1
1661,False,"{'a': 0.1, 'e': 0.18979114389644655}",30,19,-3.062873126002876,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
1662,False,"{'a': 0.1, 'e': 0.1896013527525501}",25,12,-9.671538501871927,"{0: 10, 1: 0, 2: 3, 3: 0, 4: 0}",1
1663,False,"{'a': 0.1, 'e': 0.18941175139979755}",20,11,16.62537691442721,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1664,False,"{'a': 0.1, 'e': 0.18922233964839774}",25,13,-35.44232590705955,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
1665,False,"{'a': 0.1, 'e': 0.18903311730874936}",20,15,6.399620499653759,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1666,False,"{'a': 0.1, 'e': 0.1888440841914406}",25,14,21.080513711016877,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1667,False,"{'a': 0.1, 'e': 0.18865524010724916}",25,11,10.964372610765245,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1668,False,"{'a': 0.1, 'e': 0.1884665848671419}",25,18,6.737198438214601,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
1669,False,"{'a': 0.1, 'e': 0.18827811828227475}",20,6,25.604516405032232,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1670,False,"{'a': 0.1, 'e': 0.1880898401639925}",25,13,-31.403102572002858,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
1671,False,"{'a': 0.1, 'e': 0.1879017503238285}",20,8,-19.23924459685948,"{0: 8, 1: 1, 2: 3, 3: 0, 4: 0}",1
1672,False,"{'a': 0.1, 'e': 0.18771384857350468}",30,16,15.858622288637028,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1673,False,"{'a': 0.1, 'e': 0.18752613472493115}",30,16,15.062973347158243,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1674,False,"{'a': 0.1, 'e': 0.18733860859020623}",20,15,-1.4578792919661074,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
1675,False,"{'a': 0.1, 'e': 0.18715126998161602}",25,1,13.541826747877408,"{0: 23, 1: 0, 2: 0, 3: 1, 4: 0}",1
1676,False,"{'a': 0.1, 'e': 0.1869641187116344}",30,19,5.638030830130405,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
1677,False,"{'a': 0.1, 'e': 0.18677715459292277}",20,6,-12.25481280781392,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
1678,False,"{'a': 0.1, 'e': 0.18659037743832985}",25,0,31.684871783615137,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
1679,False,"{'a': 0.1, 'e': 0.18640378706089153}",20,0,-12.995577514968968,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
1680,False,"{'a': 0.1, 'e': 0.18621738327383064}",25,14,-1.4203122923504905,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
1681,False,"{'a': 0.1, 'e': 0.1860311658905568}",20,14,5.3981431976600875,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
1682,False,"{'a': 0.1, 'e': 0.18584513472466624}",20,14,10.0286793932127,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1683,False,"{'a': 0.1, 'e': 0.18565928958994157}",20,13,12.490750583039338,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1684,False,"{'a': 0.1, 'e': 0.18547363030035163}",25,1,19.762844204911378,"{0: 23, 1: 0, 2: 0, 3: 1, 4: 0}",1
1685,False,"{'a': 0.1, 'e': 0.18528815667005127}",25,8,19.464236830095306,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
1686,False,"{'a': 0.1, 'e': 0.18510286851338123}",20,8,25.36079472040028,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1687,False,"{'a': 0.1, 'e': 0.18491776564486784}",20,5,12.331129893348203,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
1688,False,"{'a': 0.1, 'e': 0.18473284787922298}",20,10,16.83141922697927,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1689,False,"{'a': 0.1, 'e': 0.18454811503134375}",30,8,-12.17217258794078,"{0: 17, 1: 3, 2: 1, 3: 1, 4: 0}",1
1690,False,"{'a': 0.1, 'e': 0.18436356691631242}",25,14,1.347904282154554,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
1691,False,"{'a': 0.1, 'e': 0.1841792033493961}",20,16,9.543834113409732,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1692,False,"{'a': 0.1, 'e': 0.1839950241460467}",20,14,0.6508014329141392,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
1693,False,"{'a': 0.1, 'e': 0.18381102912190067}",25,11,15.539640645474098,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1694,False,"{'a': 0.1, 'e': 0.18362721809277877}",25,20,12.192661485843272,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1695,False,"{'a': 0.1, 'e': 0.18344359087468598}",20,11,-26.810861650139444,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
1696,False,"{'a': 0.1, 'e': 0.1832601472838113}",25,16,-8.761197209355748,"{0: 6, 1: 2, 2: 1, 3: 0, 4: 0}",1
1697,False,"{'a': 0.1, 'e': 0.18307688713652748}",30,19,17.47262069049474,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
1698,False,"{'a': 0.1, 'e': 0.18289381024939094}",25,15,17.20750593128294,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1699,False,"{'a': 0.1, 'e': 0.18271091643914156}",25,18,16.107679137736454,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1700,False,"{'a': 0.1, 'e': 0.18252820552270244}",20,10,-24.368356841067477,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
1701,False,"{'a': 0.1, 'e': 0.1823456773171797}",30,15,20.68040787141358,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
1702,False,"{'a': 0.1, 'e': 0.18216333163986254}",25,19,11.263629139203946,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1703,False,"{'a': 0.1, 'e': 0.18198116830822267}",30,10,33.98833322922465,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1704,False,"{'a': 0.1, 'e': 0.18179918713991444}",25,1,25.34125804011489,"{0: 22, 1: 2, 2: 0, 3: 0, 4: 0}",1
1705,False,"{'a': 0.1, 'e': 0.18161738795277454}",25,18,13.907392046071799,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1706,False,"{'a': 0.1, 'e': 0.18143577056482177}",20,9,-6.926463073588404,"{0: 8, 1: 2, 2: 1, 3: 0, 4: 0}",1
1707,False,"{'a': 0.1, 'e': 0.18125433479425695}",20,8,-3.6958952958511873,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
1708,False,"{'a': 0.1, 'e': 0.1810730804594627}",20,9,11.187126452995223,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
1709,False,"{'a': 0.1, 'e': 0.1808920073790032}",25,15,6.357956820864179,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
1710,False,"{'a': 0.1, 'e': 0.1807111153716242}",20,16,8.868748757557915,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1711,False,"{'a': 0.1, 'e': 0.1805304042562526}",20,8,22.03739286153669,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1712,False,"{'a': 0.1, 'e': 0.18034987385199633}",35,15,17.851682051735523,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",1
1713,False,"{'a': 0.1, 'e': 0.18016952397814434}",25,14,-10.260541204670886,"{0: 8, 1: 1, 2: 2, 3: 0, 4: 0}",1
1714,False,"{'a': 0.1, 'e': 0.1799893544541662}",25,19,9.155806206400587,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1715,False,"{'a': 0.1, 'e': 0.17980936509971204}",25,13,-17.757978306296575,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
1716,False,"{'a': 0.1, 'e': 0.1796295557346123}",30,18,12.720467386089844,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
1717,False,"{'a': 0.1, 'e': 0.1794499261788777}",20,10,17.056045967487815,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1718,False,"{'a': 0.1, 'e': 0.17927047625269885}",25,17,2.40011750233699,"{0: 6, 1: 2, 2: 0, 3: 0, 4: 0}",1
1719,False,"{'a': 0.1, 'e': 0.17909120577644613}",25,20,7.511964814501642,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1720,False,"{'a': 0.1, 'e': 0.1789121145706697}",25,15,20.97757864179915,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1721,False,"{'a': 0.1, 'e': 0.17873320245609903}",25,13,8.392789528758644,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1722,False,"{'a': 0.1, 'e': 0.1785544692536429}",20,8,-19.397468289353476,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
1723,False,"{'a': 0.1, 'e': 0.17837591478438927}",20,6,-82.31818786844366,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 2}",1
1724,False,"{'a': 0.1, 'e': 0.17819753886960488}",20,6,15.984973228804561,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1725,False,"{'a': 0.1, 'e': 0.17801934133073527}",20,16,7.646880179491294,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1726,False,"{'a': 0.1, 'e': 0.17784132198940455}",25,16,16.542448098070313,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1727,False,"{'a': 0.1, 'e': 0.17766348066741514}",20,9,-1.4379167855042672,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
1728,False,"{'a': 0.1, 'e': 0.17748581718674772}",35,17,35.82893055845407,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1729,False,"{'a': 0.1, 'e': 0.17730833136956098}",20,16,9.410248658575183,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1730,False,"{'a': 0.1, 'e': 0.17713102303819142}",20,12,-11.187102170991215,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
1731,False,"{'a': 0.1, 'e': 0.1769538920151532}",20,0,0.45350889275403916,"{0: 18, 1: 1, 2: 0, 3: 1, 4: 0}",1
1732,False,"{'a': 0.1, 'e': 0.17677693812313808}",25,6,10.061533192485632,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 0}",1
1733,False,"{'a': 0.1, 'e': 0.17660016118501493}",25,3,39.74855398553288,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
1734,False,"{'a': 0.1, 'e': 0.17642356102382992}",35,10,22.922752795560076,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",1
1735,False,"{'a': 0.1, 'e': 0.1762471374628061}",25,19,13.109566215071288,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1736,False,"{'a': 0.1, 'e': 0.1760708903253433}",20,12,4.4262935743094545,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
1737,False,"{'a': 0.1, 'e': 0.17589481943501795}",20,11,-35.25289820967098,"{0: 5, 1: 1, 2: 2, 3: 1, 4: 0}",1
1738,False,"{'a': 0.1, 'e': 0.17571892461558292}",20,6,2.449282408759071,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
1739,False,"{'a': 0.1, 'e': 0.17554320569096735}",20,10,-28.387507632087814,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
1740,False,"{'a': 0.1, 'e': 0.17536766248527638}",20,0,8.602403123626088,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
1741,False,"{'a': 0.1, 'e': 0.17519229482279108}",30,12,9.103437367397586,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 0}",1
1742,False,"{'a': 0.1, 'e': 0.1750171025279683}",30,8,-38.872570641267174,"{0: 19, 1: 0, 2: 1, 3: 1, 4: 1}",1
1743,False,"{'a': 0.1, 'e': 0.17484208542544033}",25,11,26.516248609019907,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1744,False,"{'a': 0.1, 'e': 0.1746672433400149}",20,12,-9.047899515095722,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
1745,False,"{'a': 0.1, 'e': 0.17449257609667487}",25,9,21.630270994231395,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
1746,False,"{'a': 0.1, 'e': 0.1743180835205782}",25,19,10.530674274414611,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1747,False,"{'a': 0.1, 'e': 0.17414376543705762}",25,14,19.51387533442085,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1748,False,"{'a': 0.1, 'e': 0.17396962167162056}",30,12,14.618211795096897,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
1749,False,"{'a': 0.1, 'e': 0.17379565204994896}",20,16,8.001656308909691,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1750,False,"{'a': 0.1, 'e': 0.173621856397899}",20,0,10.528503216372709,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
1751,False,"{'a': 0.1, 'e': 0.1734482345415011}",20,16,6.677495833139255,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1752,False,"{'a': 0.1, 'e': 0.17327478630695958}",20,14,9.993333890962797,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1753,False,"{'a': 0.1, 'e': 0.17310151152065265}",20,14,-2.49777061520283,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
1754,False,"{'a': 0.1, 'e': 0.17292841000913198}",20,0,12.570336278248302,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",1
1755,False,"{'a': 0.1, 'e': 0.17275548159912285}",25,13,-36.58002399461886,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 1}",1
1756,False,"{'a': 0.1, 'e': 0.17258272611752373}",20,8,13.122206219822292,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1757,False,"{'a': 0.1, 'e': 0.1724101433914062}",20,6,16.9847563593893,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1758,False,"{'a': 0.1, 'e': 0.1722377332480148}",20,16,7.552081247311993,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1759,False,"{'a': 0.1, 'e': 0.17206549551476677}",20,11,18.09978264406475,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1760,False,"{'a': 0.1, 'e': 0.171893430019252}",20,10,16.932429021179228,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1761,False,"{'a': 0.1, 'e': 0.17172153658923275}",25,18,10.102984792220699,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1762,False,"{'a': 0.1, 'e': 0.17154981505264352}",20,11,8.93090675017541,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
1763,False,"{'a': 0.1, 'e': 0.1713782652375909}",25,17,-7.301162219992857,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
1764,False,"{'a': 0.1, 'e': 0.17120688697235328}",20,12,-13.190613332078232,"{0: 6, 1: 1, 2: 0, 3: 1, 4: 0}",1
1765,False,"{'a': 0.1, 'e': 0.17103568008538095}",30,12,13.507655802043445,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
1766,False,"{'a': 0.1, 'e': 0.17086464440529556}",30,13,28.994702278072523,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1767,False,"{'a': 0.1, 'e': 0.17069377976089026}",25,17,12.438109657794989,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
1768,False,"{'a': 0.1, 'e': 0.17052308598112936}",20,3,-23.098237364398923,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 1}",1
1769,False,"{'a': 0.1, 'e': 0.17035256289514825}",25,20,9.590827938365216,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1770,False,"{'a': 0.1, 'e': 0.1701822103322531}",30,14,30.38749758993295,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1771,False,"{'a': 0.1, 'e': 0.17001202812192084}",25,17,15.612380432418588,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1772,False,"{'a': 0.1, 'e': 0.16984201609379893}",20,9,-20.558079156666135,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
1773,False,"{'a': 0.1, 'e': 0.16967217407770513}",35,17,-80.47964146143069,"{0: 12, 1: 1, 2: 2, 3: 2, 4: 1}",1
1774,False,"{'a': 0.1, 'e': 0.16950250190362742}",25,11,27.815751505231574,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1775,False,"{'a': 0.1, 'e': 0.1693329994017238}",30,18,15.55009915370257,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
1776,False,"{'a': 0.1, 'e': 0.16916366640232205}",25,10,31.4188394622532,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1777,False,"{'a': 0.1, 'e': 0.16899450273591973}",20,12,15.177541331175883,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1778,False,"{'a': 0.1, 'e': 0.16882550823318382}",25,16,19.040211170969343,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1779,False,"{'a': 0.1, 'e': 0.16865668272495063}",20,9,-2.7451699136591,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
1780,False,"{'a': 0.1, 'e': 0.16848802604222568}",20,12,16.733748907739617,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1781,False,"{'a': 0.1, 'e': 0.16831953801618346}",30,17,-5.330570765276347,"{0: 10, 1: 2, 2: 1, 3: 0, 4: 0}",1
1782,False,"{'a': 0.1, 'e': 0.16815121847816727}",20,6,-6.538815450738118,"{0: 11, 1: 1, 2: 2, 3: 0, 4: 0}",1
1783,False,"{'a': 0.1, 'e': 0.16798306725968912}",20,9,15.598059944759221,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1784,False,"{'a': 0.1, 'e': 0.16781508419242944}",20,2,27.818707674481587,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1785,False,"{'a': 0.1, 'e': 0.167647269108237}",30,12,5.997745342199259,"{0: 16, 1: 1, 2: 0, 3: 1, 4: 0}",1
1786,False,"{'a': 0.1, 'e': 0.16747962183912876}",20,6,22.098148542364758,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1787,False,"{'a': 0.1, 'e': 0.16731214221728963}",20,12,-39.15952579128547,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 1}",1
