trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
747,False,"{'a': 0.1, 'e': 0.47360873621294364}",25,0,-28.5967168606988,"{0: 21, 1: 2, 2: 1, 3: 0, 4: 1}",0
748,False,"{'a': 0.1, 'e': 0.4731351274767307}",25,9,-13.343252089638314,"{0: 11, 1: 3, 2: 2, 3: 0, 4: 0}",1
749,False,"{'a': 0.1, 'e': 0.472661992349254}",25,17,4.201379295876482,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
750,False,"{'a': 0.1, 'e': 0.47218933035690475}",30,0,-24.941029604263637,"{0: 24, 1: 2, 2: 3, 3: 1, 4: 0}",0
751,False,"{'a': 0.1, 'e': 0.4717171410265478}",20,7,-32.77655544995205,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 1}",1
752,False,"{'a': 0.1, 'e': 0.47124542388552126}",30,0,-119.07871185432117,"{0: 23, 1: 1, 2: 3, 3: 0, 4: 3}",0
753,False,"{'a': 0.1, 'e': 0.4707741784616358}",25,7,-7.4584479079681065,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 0}",1
754,False,"{'a': 0.1, 'e': 0.47030340428317413}",25,16,-2.4130251393841764,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 0}",1
755,False,"{'a': 0.1, 'e': 0.46983310087889096}",20,15,1.7568077746575916,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
756,False,"{'a': 0.1, 'e': 0.46936326777801207}",30,0,-19.533715689025804,"{0: 25, 1: 1, 2: 3, 3: 1, 4: 0}",0
757,False,"{'a': 0.1, 'e': 0.46889390451023405}",25,0,-31.445144985129147,"{0: 20, 1: 1, 2: 3, 3: 1, 4: 0}",0
758,False,"{'a': 0.1, 'e': 0.4684250106057238}",25,17,4.568775909656901,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
759,False,"{'a': 0.1, 'e': 0.4679565855951181}",25,14,-16.909834566578372,"{0: 8, 1: 0, 2: 3, 3: 0, 4: 0}",1
760,False,"{'a': 0.1, 'e': 0.467488629009523}",25,19,8.911080048972481,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
761,False,"{'a': 0.1, 'e': 0.46702114038051346}",20,7,-14.342675803627966,"{0: 10, 1: 0, 2: 3, 3: 0, 4: 0}",1
762,False,"{'a': 0.1, 'e': 0.4665541192401329}",25,8,-24.935257938489162,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 1}",1
763,False,"{'a': 0.1, 'e': 0.4660875651208928}",20,0,2.2455788301295527,"{0: 16, 1: 3, 2: 1, 3: 0, 4: 0}",0
764,False,"{'a': 0.1, 'e': 0.4656214775557719}",20,11,-8.264901978483454,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 0}",1
765,False,"{'a': 0.1, 'e': 0.46515585607821613}",25,18,0.46816388689735344,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
766,False,"{'a': 0.1, 'e': 0.46469070022213793}",25,16,3.2921184500467455,"{0: 7, 1: 2, 2: 0, 3: 0, 4: 0}",1
767,False,"{'a': 0.1, 'e': 0.4642260095219158}",25,13,-0.9123275788521856,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
768,False,"{'a': 0.1, 'e': 0.46376178351239383}",25,0,-107.96509302573403,"{0: 17, 1: 1, 2: 5, 3: 0, 4: 2}",0
769,False,"{'a': 0.1, 'e': 0.46329802172888146}",25,0,-58.76115307850968,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 2}",0
770,False,"{'a': 0.1, 'e': 0.46283472370715256}",25,15,-2.6519584682499384,"{0: 7, 1: 3, 2: 0, 3: 0, 4: 0}",1
771,False,"{'a': 0.1, 'e': 0.46237188898344544}",25,2,-60.493813709038335,"{0: 17, 1: 0, 2: 3, 3: 3, 4: 0}",1
772,False,"{'a': 0.1, 'e': 0.461909517094462}",25,11,2.0742188441469187,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
773,False,"{'a': 0.1, 'e': 0.4614476075773675}",30,16,-53.11178195060079,"{0: 9, 1: 2, 2: 2, 3: 0, 4: 1}",1
774,False,"{'a': 0.1, 'e': 0.46098615996979014}",20,8,-46.8851151290534,"{0: 8, 1: 2, 2: 1, 3: 0, 4: 1}",1
775,False,"{'a': 0.1, 'e': 0.46052517380982033}",20,0,-31.581488685546553,"{0: 15, 1: 2, 2: 2, 3: 1, 4: 0}",0
776,False,"{'a': 0.1, 'e': 0.46006464863601054}",25,0,-20.446619811205352,"{0: 20, 1: 1, 2: 4, 3: 0, 4: 0}",0
777,False,"{'a': 0.1, 'e': 0.4596045839873745}",25,0,-23.296585971328454,"{0: 19, 1: 2, 2: 4, 3: 0, 4: 0}",0
778,False,"{'a': 0.1, 'e': 0.45914497940338717}",25,0,-78.57869854339395,"{0: 20, 1: 2, 2: 0, 3: 1, 4: 2}",0
779,False,"{'a': 0.1, 'e': 0.45868583442398375}",25,3,3.7129919858739204,"{0: 19, 1: 1, 2: 2, 3: 0, 4: 0}",1
780,False,"{'a': 0.1, 'e': 0.45822714858955976}",35,21,4.978039973430833,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
781,False,"{'a': 0.1, 'e': 0.4577689214409702}",35,15,-56.36860476323749,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",1
782,False,"{'a': 0.1, 'e': 0.45731115251952925}",30,0,-51.802248315671235,"{0: 23, 1: 1, 2: 4, 3: 2, 4: 0}",1
783,False,"{'a': 0.1, 'e': 0.45685384136700974}",20,2,-46.742349971021824,"{0: 13, 1: 2, 2: 2, 3: 0, 4: 1}",1
784,False,"{'a': 0.1, 'e': 0.45639698752564273}",25,14,-2.7119053531768023,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
785,False,"{'a': 0.1, 'e': 0.4559405905381171}",25,0,-79.4861065959765,"{0: 19, 1: 0, 2: 4, 3: 1, 4: 1}",0
786,False,"{'a': 0.1, 'e': 0.4554846499475789}",25,16,0.5175194092425959,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 0}",1
787,False,"{'a': 0.1, 'e': 0.4550291652976314}",20,15,-2.1095159567596946,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
788,False,"{'a': 0.1, 'e': 0.4545741361323337}",20,13,13.677235425062957,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
789,False,"{'a': 0.1, 'e': 0.4541195619962014}",20,9,13.860679324478895,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
790,False,"{'a': 0.1, 'e': 0.4536654424342052}",20,9,4.971031096115327,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
791,False,"{'a': 0.1, 'e': 0.453211776991771}",25,3,-28.644198458726642,"{0: 15, 1: 3, 2: 4, 3: 0, 4: 0}",1
792,False,"{'a': 0.1, 'e': 0.4527585652147792}",20,13,0.02023798236258667,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
793,False,"{'a': 0.1, 'e': 0.45230580664956443}",20,10,6.135544998566277,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
794,False,"{'a': 0.1, 'e': 0.45185350084291487}",30,0,-48.432797023581095,"{0: 24, 1: 1, 2: 4, 3: 0, 4: 1}",0
795,False,"{'a': 0.1, 'e': 0.45140164734207194}",20,3,-28.370234697536265,"{0: 13, 1: 0, 2: 3, 3: 1, 4: 0}",1
796,False,"{'a': 0.1, 'e': 0.4509502456947299}",20,3,-32.3956930946515,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 1}",1
797,False,"{'a': 0.1, 'e': 0.45049929544903516}",25,0,1.636900103569634,"{0: 22, 1: 0, 2: 3, 3: 0, 4: 0}",0
798,False,"{'a': 0.1, 'e': 0.4500487961535861}",25,13,1.6446829038042439,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
799,False,"{'a': 0.1, 'e': 0.44959874735743255}",30,0,-98.40425030132769,"{0: 22, 1: 4, 2: 1, 3: 1, 4: 2}",0
800,False,"{'a': 0.1, 'e': 0.4491491486100751}",25,18,-19.976426927878826,"{0: 5, 1: 0, 2: 1, 3: 1, 4: 0}",1
801,False,"{'a': 0.1, 'e': 0.44869999946146505}",20,0,6.434810870068887,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
802,False,"{'a': 0.1, 'e': 0.44825129946200354}",25,12,-18.30727964693088,"{0: 9, 1: 3, 2: 0, 3: 1, 4: 0}",1
803,False,"{'a': 0.1, 'e': 0.4478030481625416}",20,13,11.293095249156714,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
804,False,"{'a': 0.1, 'e': 0.447355245114379}",35,27,15.146787584405011,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
805,False,"{'a': 0.1, 'e': 0.44690788986926466}",20,11,-12.675498524376376,"{0: 6, 1: 1, 2: 2, 3: 0, 4: 0}",1
806,False,"{'a': 0.1, 'e': 0.4464609819793954}",20,6,-32.20653210516601,"{0: 9, 1: 0, 2: 5, 3: 0, 4: 0}",1
807,False,"{'a': 0.1, 'e': 0.44601452099741595}",20,14,8.273534119749383,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
808,False,"{'a': 0.1, 'e': 0.44556850647641855}",30,3,-44.68477116764861,"{0: 19, 1: 4, 2: 3, 3: 1, 4: 0}",1
809,False,"{'a': 0.1, 'e': 0.4451229379699421}",25,14,14.005401304552676,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
810,False,"{'a': 0.1, 'e': 0.4446778150319722}",30,0,-1.7057534819340041,"{0: 24, 1: 4, 2: 2, 3: 0, 4: 0}",0
811,False,"{'a': 0.1, 'e': 0.44423313721694024}",30,11,5.389056208574868,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 0}",1
812,False,"{'a': 0.1, 'e': 0.44378890407972327}",20,0,10.854390460307252,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
813,False,"{'a': 0.1, 'e': 0.44334511517564357}",20,13,-26.180076917133153,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 1}",1
814,False,"{'a': 0.1, 'e': 0.44290177006046794}",30,12,21.067648864353487,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
815,False,"{'a': 0.1, 'e': 0.4424588682904074}",20,6,-39.69028722478385,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 1}",1
816,False,"{'a': 0.1, 'e': 0.44201640942211706}",20,14,-4.254813871715443,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
817,False,"{'a': 0.1, 'e': 0.4415743930126949}",20,0,8.791276745719877,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
818,False,"{'a': 0.1, 'e': 0.44113281861968223}",35,0,-90.70241057160537,"{0: 29, 1: 1, 2: 2, 3: 1, 4: 2}",0
819,False,"{'a': 0.1, 'e': 0.44069168580106255}",20,9,1.0349340503145927,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
820,False,"{'a': 0.1, 'e': 0.4402509941152615}",20,0,-28.092633428522934,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
821,False,"{'a': 0.1, 'e': 0.4398107431211462}",25,9,-6.031509840012568,"{0: 14, 1: 0, 2: 1, 3: 1, 4: 0}",1
822,False,"{'a': 0.1, 'e': 0.4393709323780251}",20,9,19.71567423239878,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
823,False,"{'a': 0.1, 'e': 0.43893156144564704}",30,12,-26.53453770667736,"{0: 15, 1: 0, 2: 1, 3: 2, 4: 0}",1
824,False,"{'a': 0.1, 'e': 0.4384926298842014}",30,0,5.329271541621956,"{0: 27, 1: 0, 2: 3, 3: 0, 4: 0}",0
825,False,"{'a': 0.1, 'e': 0.4380541372543172}",25,0,-0.23995293911371007,"{0: 21, 1: 2, 2: 2, 3: 0, 4: 0}",0
826,False,"{'a': 0.1, 'e': 0.4376160831170629}",25,8,-90.75492524972562,"{0: 13, 1: 0, 2: 1, 3: 1, 4: 2}",1
827,False,"{'a': 0.1, 'e': 0.4371784670339458}",30,5,-29.768536286648754,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 1}",1
828,False,"{'a': 0.1, 'e': 0.43674128856691186}",20,4,-12.422594438489227,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 1}",1
829,False,"{'a': 0.1, 'e': 0.43630454727834495}",30,18,15.62045926563948,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
830,False,"{'a': 0.1, 'e': 0.4358682427310666}",20,2,28.195013395224535,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
831,False,"{'a': 0.1, 'e': 0.43543237448833555}",20,0,-54.424858869954434,"{0: 15, 1: 2, 2: 1, 3: 1, 4: 1}",0
832,False,"{'a': 0.1, 'e': 0.4349969421138472}",30,14,-8.03174672756809,"{0: 13, 1: 1, 2: 2, 3: 0, 4: 0}",1
833,False,"{'a': 0.1, 'e': 0.43456194517173335}",30,3,-24.662792066629805,"{0: 21, 1: 2, 2: 3, 3: 1, 4: 0}",1
834,False,"{'a': 0.1, 'e': 0.43412738322656164}",25,14,-6.943177231120414,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
835,False,"{'a': 0.1, 'e': 0.43369325584333507}",25,2,-7.3023825039084524,"{0: 19, 1: 3, 2: 0, 3: 1, 4: 0}",1
836,False,"{'a': 0.1, 'e': 0.4332595625874917}",25,5,-52.68924510531157,"{0: 15, 1: 2, 2: 1, 3: 1, 4: 1}",1
837,False,"{'a': 0.1, 'e': 0.43282630302490427}",20,9,-9.90214566890785,"{0: 9, 1: 1, 2: 0, 3: 1, 4: 0}",1
838,False,"{'a': 0.1, 'e': 0.43239347672187933}",20,9,1.0921010890728566,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
839,False,"{'a': 0.1, 'e': 0.4319610832451575}",30,19,7.843479934757028,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
840,False,"{'a': 0.1, 'e': 0.4315291221619123}",35,22,-102.24789958890925,"{0: 8, 1: 0, 2: 2, 3: 1, 4: 2}",1
841,False,"{'a': 0.1, 'e': 0.43109759303975037}",25,0,-24.18216379660721,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 1}",1
842,False,"{'a': 0.1, 'e': 0.43066649544671065}",30,17,23.311934646241053,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
843,False,"{'a': 0.1, 'e': 0.43023582895126394}",20,16,6.800225970083899,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
844,False,"{'a': 0.1, 'e': 0.42980559312231265}",20,0,-78.39402170911109,"{0: 15, 1: 2, 2: 1, 3: 0, 4: 2}",0
845,False,"{'a': 0.1, 'e': 0.42937578752919037}",20,0,-23.409339025380994,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
846,False,"{'a': 0.1, 'e': 0.42894641174166115}",25,6,-73.78467061199225,"{0: 12, 1: 3, 2: 2, 3: 1, 4: 1}",1
847,False,"{'a': 0.1, 'e': 0.4285174653299195}",20,10,-31.590900024133596,"{0: 7, 1: 0, 2: 2, 3: 1, 4: 0}",1
848,False,"{'a': 0.1, 'e': 0.42808894786458956}",25,0,-6.827985460987292,"{0: 21, 1: 1, 2: 3, 3: 0, 4: 0}",0
849,False,"{'a': 0.1, 'e': 0.427660858916725}",20,0,-24.36044395546346,"{0: 16, 1: 0, 2: 3, 3: 1, 4: 0}",0
850,False,"{'a': 0.1, 'e': 0.42723319805780824}",20,0,24.921983555104664,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
851,False,"{'a': 0.1, 'e': 0.4268059648597505}",30,22,-4.708185156706488,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
852,False,"{'a': 0.1, 'e': 0.4263791588948907}",20,12,2.6564739947097595,"{0: 6, 1: 2, 2: 0, 3: 0, 4: 0}",1
853,False,"{'a': 0.1, 'e': 0.4259527797359958}",20,12,-69.85801441093122,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 2}",1
854,False,"{'a': 0.1, 'e': 0.4255268269562598}",25,2,-71.9490318001989,"{0: 16, 1: 1, 2: 5, 3: 0, 4: 1}",1
855,False,"{'a': 0.1, 'e': 0.4251013001293036}",20,16,6.5646081792658455,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
856,False,"{'a': 0.1, 'e': 0.42467619882917423}",25,6,-19.273645853531626,"{0: 16, 1: 0, 2: 1, 3: 2, 4: 0}",1
857,False,"{'a': 0.1, 'e': 0.4242515226303451}",30,0,-23.641470392953803,"{0: 24, 1: 2, 2: 3, 3: 1, 4: 0}",0
858,False,"{'a': 0.1, 'e': 0.42382727110771473}",20,9,6.414473665350004,"{0: 9, 1: 2, 2: 0, 3: 0, 4: 0}",1
859,False,"{'a': 0.1, 'e': 0.423403443836607}",20,3,-24.627759113576936,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 1}",1
860,False,"{'a': 0.1, 'e': 0.42298004039277043}",20,6,-6.578288972265531,"{0: 11, 1: 0, 2: 3, 3: 0, 4: 0}",1
861,False,"{'a': 0.1, 'e': 0.4225570603523776}",20,14,2.579716700090855,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
862,False,"{'a': 0.1, 'e': 0.4221345032920253}",25,0,-6.933244973767091,"{0: 22, 1: 0, 2: 2, 3: 1, 4: 0}",0
863,False,"{'a': 0.1, 'e': 0.42171236878873325}",25,14,0.5986001031273747,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
864,False,"{'a': 0.1, 'e': 0.4212906564199445}",25,18,4.135287867141548,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
865,False,"{'a': 0.1, 'e': 0.42086936576352457}",35,16,-0.29240314808225243,"{0: 17, 1: 1, 2: 0, 3: 1, 4: 0}",1
866,False,"{'a': 0.1, 'e': 0.42044849639776105}",20,12,-22.326113840701296,"{0: 5, 1: 0, 2: 3, 3: 0, 4: 0}",1
867,False,"{'a': 0.1, 'e': 0.4200280479013633}",20,5,-41.035068478135635,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 1}",1
868,False,"{'a': 0.1, 'e': 0.4196080198534619}",20,2,-23.574319716427595,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 1}",1
869,False,"{'a': 0.1, 'e': 0.41918841183360844}",25,4,22.09805175821765,"{0: 20, 1: 1, 2: 0, 3: 0, 4: 0}",1
870,False,"{'a': 0.1, 'e': 0.41876922342177486}",30,7,13.121341289098172,"{0: 20, 1: 2, 2: 1, 3: 0, 4: 0}",1
871,False,"{'a': 0.1, 'e': 0.41835045419835304}",30,0,5.105144422195049,"{0: 28, 1: 1, 2: 0, 3: 0, 4: 1}",1
872,False,"{'a': 0.1, 'e': 0.4179321037441547}",25,12,2.4436006170687,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
873,False,"{'a': 0.1, 'e': 0.41751417164041055}",35,0,-143.12851554354,"{0: 28, 1: 1, 2: 2, 3: 0, 4: 4}",0
874,False,"{'a': 0.1, 'e': 0.4170966574687701}",20,11,-2.0414987212976516,"{0: 6, 1: 3, 2: 0, 3: 0, 4: 0}",1
875,False,"{'a': 0.1, 'e': 0.41667956081130136}",25,14,-36.24501357256418,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 1}",1
876,False,"{'a': 0.1, 'e': 0.41626288125049005}",20,9,9.583491266405543,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
877,False,"{'a': 0.1, 'e': 0.4158466183692396}",35,20,-3.8560533529171197,"{0: 12, 1: 1, 2: 2, 3: 0, 4: 0}",1
878,False,"{'a': 0.1, 'e': 0.41543077175087034}",25,19,-30.449511619095283,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 1}",1
879,False,"{'a': 0.1, 'e': 0.41501534097911946}",25,14,14.35825810982551,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
880,False,"{'a': 0.1, 'e': 0.41460032563814037}",30,17,-24.961221875965887,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 1}",1
881,False,"{'a': 0.1, 'e': 0.4141857253125022}",25,0,-97.67663010644678,"{0: 17, 1: 1, 2: 2, 3: 5, 4: 0}",0
882,False,"{'a': 0.1, 'e': 0.4137715395871897}",25,11,-16.589227898565593,"{0: 9, 1: 3, 2: 2, 3: 0, 4: 0}",1
883,False,"{'a': 0.1, 'e': 0.4133577680476025}",25,0,-32.21220249436086,"{0: 21, 1: 2, 2: 1, 3: 0, 4: 1}",0
884,False,"{'a': 0.1, 'e': 0.4129444102795549}",20,4,-28.534259130753878,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 1}",1
885,False,"{'a': 0.1, 'e': 0.41253146586927536}",25,4,4.743578750508531,"{0: 18, 1: 1, 2: 2, 3: 0, 4: 0}",1
886,False,"{'a': 0.1, 'e': 0.4121189344034061}",20,9,12.760027216175738,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
887,False,"{'a': 0.1, 'e': 0.4117068154690027}",25,0,-36.631708560761574,"{0: 20, 1: 3, 2: 1, 3: 0, 4: 1}",0
888,False,"{'a': 0.1, 'e': 0.4112951086535337}",20,13,-12.28437416881712,"{0: 4, 1: 2, 2: 1, 3: 0, 4: 0}",1
889,False,"{'a': 0.1, 'e': 0.4108838135448801}",25,3,-95.59615848747084,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 2}",1
890,False,"{'a': 0.1, 'e': 0.41047292973133526}",20,0,-74.29248326760978,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 2}",0
891,False,"{'a': 0.1, 'e': 0.4100624568016039}",25,0,-19.823698938988066,"{0: 19, 1: 3, 2: 3, 3: 0, 4: 0}",0
892,False,"{'a': 0.1, 'e': 0.40965239434480233}",30,3,-59.3837680300091,"{0: 22, 1: 2, 2: 0, 3: 2, 4: 1}",1
893,False,"{'a': 0.1, 'e': 0.4092427419504575}",30,0,-85.40048160532999,"{0: 24, 1: 0, 2: 2, 3: 3, 4: 1}",0
894,False,"{'a': 0.1, 'e': 0.40883349920850703}",25,16,3.9124795515486985,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
895,False,"{'a': 0.1, 'e': 0.40842466570929853}",20,0,-14.129025951454304,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
896,False,"{'a': 0.1, 'e': 0.40801624104358925}",25,0,4.064631557513797,"{0: 22, 1: 2, 2: 1, 3: 0, 4: 0}",0
897,False,"{'a': 0.1, 'e': 0.40760822480254566}",30,17,8.82992478599001,"{0: 11, 1: 2, 2: 0, 3: 0, 4: 0}",1
898,False,"{'a': 0.1, 'e': 0.4072006165777431}",30,0,-28.448958116594437,"{0: 26, 1: 0, 2: 3, 3: 0, 4: 1}",0
899,False,"{'a': 0.1, 'e': 0.40679341596116536}",25,18,13.305608784991863,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
900,False,"{'a': 0.1, 'e': 0.4063866225452042}",20,11,17.93867092998925,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
901,False,"{'a': 0.1, 'e': 0.405980235922659}",35,0,-53.53427798626793,"{0: 31, 1: 1, 2: 0, 3: 1, 4: 2}",1
902,False,"{'a': 0.1, 'e': 0.40557425568673633}",25,0,-9.260266428425686,"{0: 22, 1: 0, 2: 2, 3: 1, 4: 0}",1
903,False,"{'a': 0.1, 'e': 0.4051686814310496}",25,18,1.0443154221733568,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
904,False,"{'a': 0.1, 'e': 0.4047635127496186}",20,7,-1.3654445656771115,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
905,False,"{'a': 0.1, 'e': 0.40435874923686893}",20,0,-93.7274458225133,"{0: 15, 1: 1, 2: 1, 3: 1, 4: 2}",0
906,False,"{'a': 0.1, 'e': 0.40395439048763204}",35,7,19.66470775978798,"{0: 25, 1: 1, 2: 2, 3: 0, 4: 0}",1
907,False,"{'a': 0.1, 'e': 0.4035504360971444}",20,11,21.0365763346638,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
908,False,"{'a': 0.1, 'e': 0.4031468856610473}",25,12,-16.422060023676657,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
909,False,"{'a': 0.1, 'e': 0.4027437387753862}",25,0,-98.00596479648145,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 3}",0
910,False,"{'a': 0.1, 'e': 0.40234099503661086}",20,1,-50.06493796342059,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 1}",1
911,False,"{'a': 0.1, 'e': 0.40193865404157425}",20,2,4.810167909166681,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
912,False,"{'a': 0.1, 'e': 0.40153671538753266}",20,16,6.91628696778304,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
913,False,"{'a': 0.1, 'e': 0.40113517867214515}",25,13,25.36928423444182,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
914,False,"{'a': 0.1, 'e': 0.40073404349347297}",25,16,18.557555989322392,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
915,False,"{'a': 0.1, 'e': 0.4003333094499795}",20,3,-43.43953624629809,"{0: 13, 1: 1, 2: 2, 3: 0, 4: 1}",1
916,False,"{'a': 0.1, 'e': 0.39993297614052953}",30,10,-60.89068881658735,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",1
917,False,"{'a': 0.1, 'e': 0.39953304316438903}",20,7,-60.195588542812956,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 2}",1
918,False,"{'a': 0.1, 'e': 0.3991335101212246}",30,22,9.18833657946421,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
919,False,"{'a': 0.1, 'e': 0.3987343766111034}",25,8,15.15626273027467,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
920,False,"{'a': 0.1, 'e': 0.3983356422344923}",25,11,-2.6127723138108374,"{0: 12, 1: 0, 2: 1, 3: 1, 4: 0}",1
921,False,"{'a': 0.1, 'e': 0.3979373065922578}",25,5,-24.962709397950768,"{0: 15, 1: 2, 2: 2, 3: 1, 4: 0}",1
922,False,"{'a': 0.1, 'e': 0.3975393692856655}",20,14,7.92589234952389,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
923,False,"{'a': 0.1, 'e': 0.39714182991637986}",25,15,-7.707897159652998,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
924,False,"{'a': 0.1, 'e': 0.3967446880864635}",25,0,-29.49092100827906,"{0: 22, 1: 1, 2: 0, 3: 1, 4: 1}",0
925,False,"{'a': 0.1, 'e': 0.39634794339837703}",30,10,4.949083201709881,"{0: 16, 1: 3, 2: 1, 3: 0, 4: 0}",1
926,False,"{'a': 0.1, 'e': 0.39595159545497866}",35,18,-17.08613288466837,"{0: 12, 1: 1, 2: 4, 3: 0, 4: 0}",1
927,False,"{'a': 0.1, 'e': 0.3955556438595237}",20,3,32.64824440146333,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
928,False,"{'a': 0.1, 'e': 0.3951600882156642}",25,3,-11.404646652459084,"{0: 18, 1: 1, 2: 2, 3: 1, 4: 0}",1
929,False,"{'a': 0.1, 'e': 0.39476492812744846}",25,12,6.553051464337728,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
930,False,"{'a': 0.1, 'e': 0.39437016319932106}",20,6,-62.25898763915886,"{0: 10, 1: 0, 2: 2, 3: 1, 4: 1}",1
